Frame,Channel,Local_Max,Time,V
0,0,False,1.729999993087261e-08,0.05200000246986747
0,0,False,2.965999988148449e-08,0.05200000246986747
0,0,False,4.193999983241603e-08,0.04800000227987766
0,0,False,5.431999978294799e-08,0.04800000227987766
0,0,False,6.579999973707618e-08,0.05200000246986747
0,0,False,7.807999968800772e-08,0.05200000246986747
0,0,False,9.11799996356627e-08,0.04800000227987766
0,0,True,9.979999960121888e-09,0.19200000911951065
0,0,True,2.3099999907696955e-08,0.18800000892952085
0,0,True,3.463999986158539e-08,0.18800000892952085
0,0,True,4.6979999812277184e-08,0.19200000911951065
0,0,True,5.927999976312881e-08,0.19600000930950046
0,0,True,7.16199997138206e-08,0.18400000873953104
0,0,True,8.459999966195508e-08,0.19200000911951065
1,0,False,1.7319999930792696e-08,0.04400000208988786
1,0,False,2.885999988468113e-08,0.05200000246986747
1,0,False,4.123999983521309e-08,0.05200000246986747
1,0,False,5.4239999783267656e-08,0.04800000227987766
1,0,False,6.655999973403937e-08,0.04400000208988786
1,0,False,7.887999968481108e-08,0.04800000227987766
1,0,False,9.115999963574262e-08,0.05200000246986747
1,0,True,1.0019999959962056e-08,0.18800000892952085
1,0,True,2.3139999907537123e-08,0.19600000930950046
1,0,True,3.467999986142556e-08,0.19200000911951065
1,0,True,4.771999980932029e-08,0.19200000911951065
1,0,True,5.921999976336856e-08,0.18800000892952085
1,0,True,7.157999971398044e-08,0.19200000911951065
1,0,True,8.381999966507181e-08,0.18800000892952085
2,0,False,1.729999993087261e-08,0.05200000246986747
2,0,False,2.961999988164432e-08,0.05200000246986747
2,0,False,4.1919999832495947e-08,0.05200000246986747
2,0,False,5.431999978294799e-08,0.05200000246986747
2,0,False,6.655999973403937e-08,0.04800000227987766
2,0,False,7.883999968497091e-08,0.04800000227987766
2,0,False,9.11799996356627e-08,0.05200000246986747
2,0,True,1.003999995988214e-08,0.19600000930950046
2,0,True,2.2379999910573933e-08,0.18800000892952085
2,0,True,3.463999986158539e-08,0.18800000892952085
2,0,True,4.771999980932029e-08,0.19200000911951065
2,0,True,5.9299999763048894e-08,0.19200000911951065
2,0,True,7.225999971126329e-08,0.19600000930950046
2,0,True,8.389999966475215e-08,0.19200000911951065
3,0,False,1.7319999930792696e-08,0.05200000246986747
3,0,False,2.965999988148449e-08,0.04400000208988786
3,0,False,4.121999983529301e-08,0.05600000265985727
3,0,False,5.3519999786144634e-08,0.05200000246986747
3,0,False,6.655999973403937e-08,0.04800000227987766
3,0,False,7.885999968489099e-08,0.05200000246986747
3,0,False,9.039999963877943e-08,0.05200000246986747
3,0,True,1.0019999959962056e-08,0.18800000892952085
3,0,True,2.24199999104141e-08,0.19600000930950046
3,0,True,3.543999985838875e-08,0.19200000911951065
3,0,True,4.759999980979979e-08,0.18800000892952085
3,0,True,5.847999976632545e-08,0.18800000892952085
3,0,True,7.157999971398044e-08,0.19200000911951065
3,0,True,8.463999966179525e-08,0.19200000911951065
4,0,False,1.6619999933589757e-08,0.04800000227987766
4,0,False,2.885999988468113e-08,0.05600000265985727
4,0,False,4.19799998322562e-08,0.05200000246986747
4,0,False,5.349999978622455e-08,0.04800000227987766
4,0,False,6.655999973403937e-08,0.04800000227987766
4,0,False,7.889999968473116e-08,0.05200000246986747
4,0,False,9.11799996356627e-08,0.05200000246986747
4,0,True,1.0099999959642392e-08,0.19200000911951065
4,0,True,2.231999991081368e-08,0.18800000892952085
4,0,True,3.545999985830883e-08,0.19200000911951065
4,0,True,4.6939999812437017e-08,0.18800000892952085
4,0,True,5.9259999763208726e-08,0.18800000892952085
4,0,True,7.157999971398044e-08,0.19200000911951065
4,0,True,8.387999966483206e-08,0.19200000911951065
5,0,False,1.729999993087261e-08,0.05200000246986747
5,0,False,2.9599999881724237e-08,0.04800000227987766
5,0,False,4.117999983545284e-08,0.04800000227987766
5,0,False,5.3479999786304466e-08,0.05200000246986747
5,0,False,6.655999973403937e-08,0.05200000246986747
5,0,False,7.885999968489099e-08,0.05200000246986747
5,0,False,9.11799996356627e-08,0.05600000265985727
5,0,True,9.319999962759118e-09,0.18800000892952085
5,0,True,2.3059999907856787e-08,0.19200000911951065
5,0,True,3.38799998646222e-08,0.18400000873953104
5,0,True,4.69599998123571e-08,0.19200000911951065
5,0,True,5.923999976328864e-08,0.19200000911951065
5,0,True,7.151999971422018e-08,0.19600000930950046
5,0,True,8.385999966491198e-08,0.19600000930950046
6,0,False,1.729999993087261e-08,0.05200000246986747
6,0,False,2.8839999884761047e-08,0.05200000246986747
6,0,False,4.19799998322562e-08,0.05200000246986747
6,0,False,5.4239999783267656e-08,0.04800000227987766
6,0,False,6.659999973387953e-08,0.05200000246986747
